Feature
1,chr11:79372250-79373058
2,chr22:11057833-11058635
3,chr3:14057253-14058085
4,chr1:143214308-143215157
5,chr16:46380471-46381335
6,chrY:10999503-11000304
7,chr17:21976051-21976902
8,chr21:39678498-39679383
9,chr20:31063984-31064848
10,chr4:49288782-49289477
11,chr14:19389830-19390741
12,chr10:111995771-111996628
13,chr10:120845505-120845863
14,chr9:32782514-32783430
15,chr14:32923069-32923970
16,chr10:34946735-34947505
17,chr8:65367365-65368043
18,chr20:31055522-31056170
19,chr3:166865835-166866751
20,chr12:30515764-30516665
21,chr21:9657537-9658394
22,chr7:158151096-158151808
23,chr4:49510029-49510884
24,chr5:91652257-91653158
25,chr17:26885081-26885993
26,chr16:34065376-34066287
27,chr5:1925833-1926390
28,chr6:76337980-76338910
29,chr2:217275417-217276011
30,chr4:49102194-49103013
31,chr10:114276035-114276832
32,chr21:9862434-9863244
33,chr8:139044141-139045091
34,chr20:54508719-54509754
35,chr4:49235183-49236108
36,chr12:131236091-131236992
37,chr20:31057610-31058475
38,GL000218.1:155567-156493
39,chr4:49152969-49153911
40,chrX:89036929-89037877
41,chr15:55442974-55443466
42,chr13:80240988-80241316
43,chr5:17747238-17747887
44,chr5:84830008-84830882
45,chr10:38919658-38920535
46,chr17:26594476-26595381
47,chr3:166423667-166424561
48,chrX:34133268-34133894
49,chr10:37638674-37639603
50,KI270728.1:1792102-1792511
51,chr14:59819329-59820139
52,chr17:72170944-72171795
53,chr13:58239305-58240249
54,chr10:38529077-38529768
55,chr2:94621877-94622804
56,chrX:12300675-12301533
57,chrY:11304911-11305591
58,chr16:34158832-34159618
59,chr1:2683696-2684577
60,chr8:34695782-34696844
61,chr16:34245528-34246249
62,chr21:10402696-10403539
63,chr5:72301-72806
64,chr20:13947415-13948280
65,chr10:131756121-131757015
66,chr2:116873636-116874530
67,chr4:15530557-15531478
68,chr2:91571082-91571920
69,chr2:95372579-95373190
70,chr14:44672278-44673165
71,chr17:26780095-26781019
72,chr1:13224509-13225360
73,chr17:21742010-21742908
74,chr16:34573907-34574721
75,chr16:63904764-63905528
76,chr1:4122432-4123400
77,chrX:14090543-14091023
78,chr3:158858344-158859078
79,chr18:26883703-26884421
80,chr6:71010312-71011057
81,chr13:24323167-24323980
82,chr2:57216732-57217641
83,chr21:9743427-9744386
84,chr8:95422484-95423350
85,chrX:49589651-49590396
86,chr20:31051887-31052736
87,chr20:29514654-29515469
88,chr8:115874002-115874844
89,chr10:29142592-29143450
90,chr2:236257378-236257892
91,chr21:7257964-7258654
92,chr1:231091153-231091665
93,chr5:115150303-115151226
94,chr4:51989944-51990660
95,chr8:135341516-135342389
96,chr2:235523987-235524818
97,chr20:29262663-29263479
98,chr14:58833521-58834409
99,chr10:41903158-41903966
100,chr20:17370517-17371422
101,chr5:121039165-121040085
102,chr3:153369429-153370331
103,chr18:11430022-11430907
104,chr22:11046946-11047337
105,chr6:65999108-65999995
106,chr2:148171810-148172670
107,chr2:183837398-183838361
108,chr6:141393755-141394636
109,chr12:73180519-73181391
110,GL000009.2:113930-114840
111,chr7:49453451-49454357
112,chr6:125667672-125668461
113,chr21:5232086-5232903
114,chr10:41857947-41858786
115,chr18:72541654-72542582
116,chr4:6080508-6081163
117,chr5:732012-732887
118,chr5:85414405-85415310
119,chr12:95739822-95740716
120,chrX:84971136-84972046
121,chr4:49108050-49108971
122,chr4:49120578-49121416
123,chr17:21737834-21738570
124,chr4:145014361-145014956
125,chr6:64860996-64861917
126,chr16:46382971-46383863
127,chr2:90397294-90398206
128,chrX:4256834-4257737
129,chr2:35391371-35392302
130,chr14:53312261-53313163
131,chr14:59060459-59061423
132,chr17:5620476-5620892
133,chr2:188353811-188354557
134,chr20:28785816-28786730
135,chr3:43511641-43512558
136,chr10:80251992-80252904
137,chr5:28077327-28078354
138,chrX:33356644-33357527
139,chr3:3052623-3053458
140,chr6:65148217-65149087
141,chr14:105866640-105867154
142,chr2:77486868-77487732
143,chr10:38526780-38527333
144,chr16:34572594-34573354
145,chr1:40627600-40628330
146,chr5:49665826-49666634
147,chr21:5236521-5237302
148,chr13:48610741-48611589
149,chr18:60552766-60553692
150,chr12:62048812-62049709
151,chr15:49871937-49872239
152,chr6:95636278-95637274
153,chr8:73991874-73992176
154,chr5:49656876-49657597
155,chr15:31326164-31327232
156,chr9:93095458-93096370
157,chr17:7306792-7307820
158,chr10:104256524-104257186
159,chr11:5713438-5714280
160,chr6:566375-567243
161,chr15:44549992-44550949
162,chr12:51383205-51384011
163,chr14:105056046-105056878
164,chr6:30843036-30843744
165,chr9:35846129-35846924
166,chrY:11312090-11312962
167,chr7:55570098-55570521
168,chr17:32292754-32293631
169,chr8:141777406-141778432
170,chr1:156456415-156456942
171,chr3:52455050-52455946
172,chr12:91778754-91779446
173,chr19:6773465-6774128
174,chr6:107668831-107669724
175,chr15:64574191-64575124
176,chr12:64457008-64457617
177,chr1:20483776-20484591
178,chr2:134918146-134919027
179,chr5:91206153-91207064
180,chr1:89632551-89633427
181,chr19:6592262-6593152
182,chr1:31984607-31985155
183,chr14:50362498-50363097
184,chr8:100721932-100722815
185,chr13:100521477-100522271
186,chrX:71636539-71637347
187,chr5:157481129-157481954
188,chr15:90414464-90414961
189,chr19:52189477-52190327
190,chr6:106973353-106973994
191,chr18:80033745-80034562
192,chr10:2023845-2024641
193,chr11:57667298-57668289
194,chr3:169668283-169668774
195,chr6:158795763-158796555
196,chr10:114173899-114174755
197,chr11:1017355-1018125
198,chr19:10653647-10654531
199,chr19:14106877-14107761
200,chr1:17355851-17356501
201,chr20:45934731-45935494
202,chr13:45340902-45341762
203,chr1:207321038-207321928
204,chr10:48672663-48673498
205,chr2:65129868-65130786
206,chr7:2893395-2894098
207,chr11:35012332-35013140
208,chr8:80099567-80100084
209,chr1:233328400-233328993
210,chr1:65718960-65719898
211,chr5:180291664-180292540
212,chr15:90213496-90214291
213,chr1:209551246-209552126
214,chr19:45706942-45707573
215,chr12:54280095-54280838
216,chr2:173965155-173965993
217,chr9:98247573-98248281
218,chr19:680242-681195
219,chr8:102564426-102565291
220,chr20:34069144-34069664
221,chr17:17972186-17973099
222,chr14:95426814-95427704
223,chr4:2469699-2470301
224,chr17:38255825-38256397
225,chr12:122225749-122226659
226,chr1:108209022-108209896
227,chr3:183527263-183527887
228,chr19:5904167-5905002
229,chr19:50046610-50047416
230,chr3:49411735-49412609
231,chr9:33517046-33517883
232,chr6:44127020-44127875
233,chr3:197790959-197791847
234,chr12:18012772-18013620
235,chr19:6801310-6802186
236,chr4:10456915-10457730
237,chr11:118352942-118353844
238,chr12:46210627-46210920
239,chr17:36675381-36676087
240,chr12:1663024-1663680
241,chr2:60972209-60972740
242,chr22:33301815-33302702
243,chr9:137721641-137722152
244,chr10:46527282-46527916
245,chr7:30854-31766
246,chr2:207529416-207530330
247,chr3:183586161-183587028
